id,name,year,rating,availability
27507,Badnam Basti,1971,NULL,Yes
27508,Badnam Farishte,1971,NULL,Yes
27509,Badnami,1946,NULL,Yes
27510,"Badness of Burglar Bill, The",1913,NULL,Yes
27511,"Badness Within Him, The",1980,NULL,Yes
27512,Badolato: Hoffen auf ein Wunder,2001,NULL,Yes
27513,Badong Baldado,1966,NULL,Yes
27514,Badou Boy,1970,NULL,Yes
27515,Badra Kali,1976,NULL,Yes
27516,Badranit Ba'hatzot,1977,NULL,Yes
27517,Badri,2000,NULL,Yes
27518,Badrinath Dham,1980,NULL,Yes
27519,Badrinath Yatra,1967,NULL,Yes
27520,Badry's Alibi,2000,NULL,Yes
27521,Badsha,1963,NULL,Yes
27522,Badsha,1995,7.5,Yes
27523,Badshah,1954,NULL,Yes
27524,Badshah,1964,NULL,Yes
27525,Badsville,2001,NULL,Yes
27526,Badtameez,1966,NULL,Yes
27527,Baduk,1992,NULL,Yes
27528,Badukuva Daari,1966,NULL,Yes
27529,Badut-Badut kota,1993,NULL,Yes
27530,Badyaga,1987,NULL,Yes
27531,Baeat el khubiz,1953,NULL,Yes
27532,Baebanja Shanghai Park,1965,NULL,Yes
27533,Baeelveda,1943,NULL,Yes
27534,Baeelveda,1979,NULL,Yes
27535,Baek jangmi,1969,NULL,Yes
27536,Baekbaekgyo,1993,NULL,Yes
27537,Baekbal baekjung,1966,NULL,Yes
27538,Baekbeom gukminjang shilgi,1949,NULL,Yes
27539,Baekchi adada,1956,NULL,Yes
27540,Baekchi aein,1992,NULL,Yes
27541,Baekchiwonang,1989,NULL,Yes
27542,Baekguya hwolhwol nalji mala,1983,NULL,Yes
27543,Baekilmong,1984,NULL,Yes
27544,Baekman jangjaga doeryeonmyeon,1959,NULL,Yes
27545,Baekmyeon geomgwi,1969,NULL,Yes
27546,Baeksa buin,1960,NULL,Yes
27547,Baeksu story,1997,NULL,Yes
27548,Baektopr,2000,NULL,Yes
27549,Baekugido bame uneunga,1981,NULL,Yes
27550,Baekya,1968,NULL,Yes
27551,"Baer-Galento Bout, The",1940,NULL,Yes
27552,Baeshin,1964,NULL,Yes
27553,Baeshinja,1974,NULL,Yes
27554,Baeus,1987,9.4,Yes
27555,Baewoo sueob,1978,NULL,Yes
27556,Baffled,1924,NULL,Yes
27557,"Baffled Burglar, The",1907,NULL,Yes
27558,Baffled by Banjos,1924,NULL,Yes
27559,Baffled!,1973,NULL,Yes
27560,"Baffled, But Not Beaten",1913,NULL,Yes
27561,Baffles,1913,NULL,Yes
27562,"Baffling Bluffs of Hugo a Go-Go, The",1967,NULL,Yes
27563,Baffling Bunnies,1955,NULL,Yes
27564,"BAFTA TV Awards 2001, The",2001,NULL,Yes
27565,"BAFTA TV Awards 2002, The",2002,NULL,Yes
27566,"BAFTA TV Awards 2003, The",2003,NULL,Yes
27567,"BAFTA TV Awards 2004, The",2004,NULL,Yes
27568,Bag,1986,NULL,Yes
27569,Bag,1999,NULL,Yes
27570,Bag and Baggage,1923,NULL,Yes
27571,Bag de rde porte,1951,NULL,Yes
27572,Bag Eksperimentet Isolation,2001,NULL,Yes
27573,Bag filmens kulisser,1920,NULL,Yes
27574,Bag kameraet p 'Haletudsen',2004,NULL,Yes
27575,Bag klosterets mure,1982,NULL,Yes
27576,Bag Kbenhavns kulisser,1935,NULL,Yes
27577,Bag Lady,1980,NULL,Yes
27578,Bag o' Tricks,1931,NULL,Yes
27579,Bag of Bones,2004,NULL,Yes
27580,"Bag of Gold, A",1915,NULL,Yes
27581,"Bag of Gold, The",1912,NULL,Yes
27583,Bag om Bagland,2003,NULL,Yes
27584,Bag om filmen 'Bleeder',1999,NULL,Yes
27585,Bag om filmen 'Festen',1998,NULL,Yes
27586,Bag om filmen 'Fruen p Hamre',2000,NULL,Yes
27588,Bag om filmen 'Magnetisrens femte vinter',1999,NULL,Yes
27589,Bag om filmen 'Manden som ikke ville d',1999,NULL,Yes
27590,Bag om filmen 'Mifunes sidste sang',1999,NULL,Yes
27591,Bag om filmen 'Nattens engel',1998,NULL,Yes
27592,Bag om filmen 'Under overfladen',1999,NULL,Yes
27593,Bag om Finn & Co.,2002,NULL,Yes
27594,Bag om Fisso,2003,NULL,Yes
27595,Bag om fremviseren - Et krlighedseventyr,2000,NULL,Yes
27596,Bag om Krniken - en bebudet succes,2004,NULL,Yes
27597,Bag om Rembrandt,2003,NULL,Yes
27598,Bag om Robinson ekspeditionen,2003,NULL,Yes
27599,Bag om Svendsen,1999,NULL,Yes
27600,Bag om Talegaver til brn - 10 rs jubilum,2003,NULL,Yes
27601,Bag om Tomas Villum Jensen,1999,NULL,Yes
27602,Bag Punching by Sadie Leonard,1897,NULL,Yes
27603,"Bag Race, The",1910,NULL,Yes
27604,Bag smilet - om prostitution i Thailand,1992,NULL,Yes
27605,Bag visiret,2003,NULL,Yes
27606,Baga Moyo,1994,NULL,Yes
27607,Bagagerummet,1972,NULL,Yes
27608,Bagaglio a mano,1998,NULL,Yes
27609,Bagamundo,1997,NULL,Yes
27610,Bagansya,2001,NULL,Yes
27611,Bagarre entre journalistes,1899,NULL,Yes
27612,Bagarres,1948,NULL,Yes
27613,Bagata,1998,NULL,Yes
27614,Bagatelle,2001,NULL,Yes
27615,Bagatelli Pomppalero,1991,NULL,Yes
27616,Bagboy!,2002,NULL,Yes
27617,Bagda gl,1947,NULL,Yes
27618,Bagdad,1949,4.6,Yes
27619,Bagdad Daddy,1941,NULL,Yes
27620,Bagdad Gajadonga,1968,NULL,Yes
27621,"Bagdad, una ciudad a orillas del Tigris",1968,NULL,Yes
27622,Bagdadnu Bharvatio,1929,NULL,Yes
27623,Bagdadskij vor,1925,NULL,Yes
27624,Bagdat hirsizi,1968,NULL,Yes
27625,Bagdat yolu,1968,NULL,Yes
27626,Bager,2003,NULL,Yes
27627,Bagets,1984,NULL,Yes
27628,Bagets 2,1985,NULL,Yes
27629,Baggage,1997,NULL,Yes
27630,Baggage,1999,NULL,Yes
27631,Baggage (2003/I),2003,4.1,Yes
27632,Baggage (2003/II),2003,NULL,Yes
27633,Baggage Buster,1941,6.7,Yes
27634,Baggage Claim,2002,NULL,Yes
27635,"Baggage Smasher, The",1914,NULL,Yes
27636,"Baggage Smashers, The",1916,NULL,Yes
27637,Bagged,1996,NULL,Yes
27638,Baggin' the Dragon,1966,NULL,Yes
27639,Bagh Bahadur,1989,NULL,Yes
27640,Bagha Jatin,1977,NULL,Yes
27641,Baghawat,1982,NULL,Yes
27642,Baghban,1938,NULL,Yes
27643,Baghban,2003,6.7,Yes
27644,Baghdad,1952,NULL,Yes
27645,Baghdad,1960,NULL,Yes
27646,Baghdad After Midnight,1954,2.7,Yes
27647,Baghdad Ka Badmash,1932,NULL,Yes
27648,Baghdad Ka Chor,1934,NULL,Yes
27649,Baghdad Ka Chor,1946,NULL,Yes
27650,Baghdad Ka Chor,1955,NULL,Yes
27651,Baghdad Ki Raatein,1967,NULL,Yes
27652,Baghdad Ki Raaten,1962,NULL,Yes
27653,Baghdad Nu Bulbul,1931,NULL,Yes
27654,Baghdad On/Off,2003,NULL,Yes
27655,Baghdad Thirudan,1960,NULL,Yes
27656,Baghdasare bazhanvum e knijits,1977,NULL,Yes
27657,Baghi,1939,NULL,Yes
27658,Baghi,1953,NULL,Yes
27659,Baghi,1956,NULL,Yes
27660,Baghi,1964,NULL,Yes
27661,Baghi Sipahi,1936,NULL,Yes
27662,Baghi Sipahi,1958,NULL,Yes
27663,Baghini,1968,NULL,Yes
27664,Bagh sangui,1976,NULL,Yes
27665,Baginda,1997,NULL,Yes
27666,Bagland,2003,6.4,Yes
27667,"Bagman, The",2002,NULL,Yes
27668,"Bagnaia, villagio italiano",1949,NULL,Yes
27669,"Bagnard, Le",1912,NULL,Yes
27670,"Bagnard, Le",1951,NULL,Yes
27672,Bagnes d'enfants,1933,NULL,Yes
27674,"Bagno, Il",1973,NULL,Yes
27675,Bagnolo - Dorf zwischen schwarz und rot,1965,NULL,Yes
27676,Bagnomaria,1999,2.7,Yes
27677,"Bagnostrfling, Der",1949,NULL,Yes
27678,Bago lumamig ang sabaw,1976,NULL,Yes
27679,Bagom Valhalla,2003,NULL,Yes
27680,Bagong bayani,1995,NULL,Yes
27681,Bagong buwan,2001,5.9,Yes
27682,Bagong hari,1986,NULL,Yes
27683,Bagong umaga,1952,NULL,Yes
27684,Bagrationi,1985,NULL,Yes
27685,Bagriyanik,1959,NULL,Yes
27686,Bags of Gold,1915,NULL,Yes
27687,Bagsik ng kamao,1997,NULL,Yes
27688,"Baguala, La",1920,NULL,Yes
27689,Bagudaddo hime,1948,NULL,Yes
27690,Bagudajo no tozoku,1926,NULL,Yes
27691,"Bague du roi Koda, La",1962,NULL,Yes
27692,"Bague, La",1947,NULL,Yes
27693,"Bague, La",1997,NULL,Yes
27694,"Baguette, La",2004,NULL,Yes
27695,Baguio Fever,1959,NULL,Yes
27696,Bagula Baguli,1986,NULL,Yes
27697,Bagula Bhagat,1979,NULL,Yes
27698,Baguna,1980,NULL,Yes
27699,Bagur (Paraso del Mediterrneo),1964,NULL,Yes
27700,Bagwis,1989,NULL,Yes
27701,Bah Wilderness,1943,NULL,Yes
27702,Bah!,2001,NULL,Yes
27704,Bahaar Aane Tak,1990,NULL,Yes
27705,Bahador,2000,NULL,Yes
27706,Bahadur,1944,NULL,Yes
27707,Bahadur,1953,NULL,Yes
27708,Bahadur Baharvatiyo,1929,NULL,Yes
27709,Bahadur Beti,1931,NULL,Yes
27710,Bahadur Beti,1935,NULL,Yes
27711,Bahadur Daku,1966,NULL,Yes
27712,Bahadur Jeevan,1948,NULL,Yes
27713,Bahadur Kisan,1938,NULL,Yes
27714,Bahadur Pratap,1947,NULL,Yes
27715,Bahadur Ramesh,1939,NULL,Yes
27716,Bahala na,1957,NULL,Yes
27717,Bahala vs. Sputnik,1996,NULL,Yes
27718,Bahama Mama,2001,NULL,Yes
27720,Bahama Sea Sports,1945,NULL,Yes
27721,Bahamas Holiday,1980,NULL,Yes
27723,Bahana,1942,NULL,Yes
27724,Bahana,1960,NULL,Yes
27725,Bahar,1951,NULL,Yes
27726,"Bahar, El",1935,NULL,Yes
27727,Bahar-E-Zindagi,1931,NULL,Yes
27728,Baharak,1976,NULL,Yes
27729,Baharda solan iek,1968,NULL,Yes
27730,Bahare Sulemani,1935,NULL,Yes
27731,Baharen Phir Bhi Aayengi,1966,NULL,Yes
27732,Baharin glleri ati,1961,NULL,Yes
27733,Baharon Ke Sapne,1967,NULL,Yes
27734,Baharon Ki Manzil,1968,NULL,Yes
27735,Baharvatiyo Behram,1930,NULL,Yes
27736,Baharvatiyo Ni Beti,1930,NULL,Yes
27737,"Bahay kubo, kahit munti",1968,NULL,Yes
27738,Bahay ni Lola,2001,NULL,Yes
27739,Bahbah effendi,1958,NULL,Yes
27740,Bahbah fi Baghdad,1942,NULL,Yes
27741,Bahe zhen,1985,NULL,Yes
27742,Baheb el cima,2004,8.4,Yes
27743,Bahen,1941,NULL,Yes
27744,Bahen Ka Prem,1935,NULL,Yes
27745,"Bahethat an al horeya, Al",2005,NULL,Yes
27746,Bahia,1960,NULL,Yes
27747,"Bahia - Praias, Ilhas e Portos Seguros",1990,NULL,Yes
27748,"Bahia de puerto Mexico, Veracruz",1907,NULL,Yes
27749,Bahia de Todos os Sambas,1996,8.3,Yes
27750,Bahia De Todos os Santos,1960,NULL,Yes
27751,Bahia Mansa,1993,NULL,Yes
27752,Bahia Por Exemplo,1970,NULL,Yes
27753,Bahibbak... wana kaman,2003,NULL,Yes
27754,Bahid,2002,NULL,Yes
27755,Bahirji Naik,1943,NULL,Yes
27756,Bahno,2003,NULL,Yes
27757,Bahno Prahy,1927,NULL,Yes
27758,Bahnwrter Thiel,1982,NULL,Yes
27759,Bahr el gharam,1956,NULL,Yes
27760,Bahram shirdel,1968,NULL,Yes
27761,Bahriyeli Ahmet,1963,NULL,Yes
27762,"Bahth an fadiha, al-",1973,NULL,Yes
27763,"Bahths an Al-Sayyid Marzuq, al-",1990,NULL,Yes
27764,Bahtimin yildizi,1960,NULL,Yes
27765,Bahu,1955,NULL,Yes
27766,Bahu Begum,1967,5.4,Yes
27767,Bahu Beti,1953,NULL,Yes
27768,Bahu Beti,1965,NULL,Yes
27769,Bahudoorapu Batasari,1983,NULL,Yes
27770,"Bahur Shel Shuli, Ha-",1997,NULL,Yes
27771,Bahurani,1940,NULL,Yes
27772,Bahurani,1950,NULL,Yes
27773,Bahurani,1963,NULL,Yes
27774,Bahurani,1989,NULL,Yes
27775,Bahuroopi,1984,NULL,Yes
27776,Bahuroopi Bazar,1932,NULL,Yes
27777,Bahut Din Huye,1954,NULL,Yes
27778,"Bahut va craquer, Le",1981,5.9,Yes
27779,Bahevan,1963,NULL,Yes
27781,Baha de Palma,1962,NULL,Yes
27783,Baha gaditana,1962,NULL,Yes
27784,Baha mgica,2002,NULL,Yes
27785,Bai bao tu,1936,NULL,Yes
27786,Bai bao tu,1953,NULL,Yes
27787,Bai bian fu ren xin,1954,NULL,Yes
27788,Bai bian mei hua xia,1955,NULL,Yes
27789,Bai bian xing jun,1995,6.2,Yes
27790,Bai Chale Sasariye,1988,NULL,Yes
27791,Bai cu shi fu kou cu tou,1979,NULL,Yes
27792,Bai dao Mini qun,1968,NULL,Yes
27793,Bai fa mo nu chuan,1980,NULL,Yes
27794,Bai fa mo nu zhuan,1993,6.7,Yes
27795,Bai fa mo nu zhuan II,1993,5.9,Yes
27796,Bai fen bai gan jue 2,2001,5.2,Yes
27797,Bai ga jai,1983,7.7,Yes
27798,Bai Ganio tragva iz Evropa,1991,7.3,Yes
27799,Bai hao ying xiong chuan,1956,NULL,Yes
27800,Bai hoc ruho doi,1977,NULL,Yes
27801,Bai hua gong zhu,1959,NULL,Yes
27802,Bai hua piao xue hua piao,1978,NULL,Yes
27803,Bai hua qi fang,1952,NULL,Yes
27804,Bai jia zai,1952,NULL,Yes
27805,Bai lian deng,1965,NULL,Yes
27806,Bai lian xie shen,1993,7.2,Yes
27807,Bai ma su che gou hun fan,1979,NULL,Yes
27808,Bai mei gui,1993,NULL,Yes
27809,Bai Mothi Bhagyachi,1968,NULL,Yes
27810,Bai mu mi zong zhang,1966,NULL,Yes
27811,Bai ri meng,1953,NULL,Yes
27812,Bai she zhuan,1952,NULL,Yes
27813,Bai she zhuan,1962,NULL,Yes
27814,Bai tian e,1967,NULL,Yes
27815,Bai yi zhan shi,1949,NULL,Yes
27816,Bai zhan shen gong,1951,NULL,Yes
27817,Bai zi qian sun,1948,NULL,Yes
27818,Baia Mare,1953,NULL,Yes
27819,Baianinha,1929,NULL,Yes
27820,"Baiano Fantasma, O",1984,NULL,Yes
27821,Baiate al ward,1943,NULL,Yes
27822,Baiatul cu o singura bretea,1991,NULL,Yes
27823,"Baie de l'archange, La",2001,NULL,Yes
27824,"Baie des anges, La",1963,7.8,Yes
27827,Baietasul lui taticu,1969,NULL,Yes
27828,Baietelul care facea totul pe jumatate,1964,NULL,Yes
27829,Baietii nostri,1959,NULL,Yes
27830,Baiga vasara,2000,5.4,Yes
27831,Baige,1982,NULL,Yes
27832,Baignade dans le torrent,1897,NULL,Yes
27833,Baignade de chevaux en mer,1903,NULL,Yes
27834,Baignade en mer,1895,3.5,Yes
27835,Baignade en mer,1896,NULL,Yes
27836,Baignade en mer,1897,NULL,Yes
27837,"Baigneuses, Les",2003,5.2,Yes
27838,Baiju Bawra,1952,9.5,Yes
27839,Baiko Asavi Ashi,1983,NULL,Yes
27840,Baiko Maheri Jaate,1963,NULL,Yes
27841,Bail Jumper,1990,5.1,Yes
27842,Bail Out,1994,NULL,Yes
27843,"Bail, The",2002,8.6,Yes
27844,Baila guapa,1979,NULL,Yes
27845,Baila La Chunga,1959,NULL,Yes
27846,Baila mi amor,1963,NULL,Yes
27847,Bailados,1937,NULL,Yes
27848,Bailados Populares Madeirenses,1937,NULL,Yes
27849,Bailando ao Sol,1928,NULL,Yes
27850,Bailando cha cha cha,1955,NULL,Yes
27851,Bailando con la mas fea,1996,NULL,Yes
27852,Bailando en las nubes,1946,NULL,Yes
27853,"Bailanta, La",1988,NULL,Yes
27854,Bailar sobre agujas,1999,NULL,Yes
27855,"Bailarina loca, La",1937,NULL,Yes
27856,"Bailarina Rosita Tejeda, La",1900,NULL,Yes
27857,"Bailarn y el trabajador, El",1936,NULL,Yes
27858,Baile andaluz,1897,NULL,Yes
27859,Baile callejero,2003,NULL,Yes
27860,Baile de graduacin,1961,NULL,Yes
27861,Baile de la lonja en San Luis Potosi,1907,NULL,Yes
27862,Baile de la romeria Espaola en el Tivoli del eliseo,1896,NULL,Yes
27863,"Baile de las nimas, El",1993,NULL,Yes
27864,"Baile del pato, El",1989,4.5,Yes
27865,Baile familiar,1900,NULL,Yes
27866,Baile mi rey,1951,NULL,Yes
27867,Baile Perfumado,1997,8,Yes
27868,Baile y romances de Espaa,1947,NULL,Yes
27869,"Baile, El",1959,5.6,Yes
27870,"Baile, El",1983,NULL,Yes
27871,"Baile, El",1999,NULL,Yes
27872,Bailen 58,2002,NULL,Yes
27873,Bailes de Galicia,1960,NULL,Yes
27874,Bailes por la seora Soler,1900,NULL,Yes
27875,Bailey and Barnum,1929,NULL,Yes
27876,Bailey's Billion$,2004,NULL,Yes
27877,Bailey's Mistake,2001,NULL,Yes
27878,"Bailiff and the Dressmakers, The",1909,NULL,Yes
27879,"Bailiff's Little Weakness, The",1911,NULL,Yes
27880,"Bailiffs, The",1932,NULL,Yes
27881,Bailiu libai,1999,NULL,Yes
27882,"Bailleur, Le",1907,NULL,Yes
27883,"Baillonne, La",1922,NULL,Yes
27884,Bailongas,2001,6.5,Yes
27885,"Bailoretto, la aventura de un rebelde",1985,NULL,Yes
27886,"Bailout at 43,000",1957,5.4,Yes
27887,Baimani,2001,NULL,Yes
27888,Bain de jouvence,1992,NULL,Yes
27889,"Bain des dames de la cour, Le",1904,NULL,Yes
27890,Bain el atlal,1959,NULL,Yes
27891,"Bain troubl, Le",1907,NULL,Yes
27892,"Bain, Le",2001,NULL,Yes
27893,"Bains de Diane  Milan, Les",1896,NULL,Yes
27894,"Bains de la jete des pquis, Les",1896,NULL,Yes
27895,Bains en mer,1897,NULL,Yes
27896,Bains-douches,2001,NULL,Yes
27897,Baioserapii,1986,NULL,Yes
27898,Baiqiuen dai fu,1964,NULL,Yes
27899,Bairaag,1976,NULL,Yes
27900,Bairro Blgica,1937,NULL,Yes
27901,Bairro Operrio de Vila Viosa,1937,NULL,Yes
27902,"Bairro Salazar, O",1965,NULL,Yes
27903,Bairros Populares,1960,NULL,Yes
27904,Baisaheb,1983,NULL,Yes
27905,Baisakhi Megh,1981,NULL,Yes
27906,"Baisano Jalil, El",1942,8.3,Yes
27907,Baise qi yi,1989,NULL,Yes
27910,"Baiser au lpreux, Le",1979,NULL,Yes
27911,Baiser d'enfant,1996,NULL,Yes
27912,"Baiser de l'empereur, Le",1913,NULL,Yes
27913,"Baiser qui tue, Le",1929,NULL,Yes
27914,"Baiser sous la cloche, Le",1998,NULL,Yes
27915,"Baiser, Le",1990,NULL,Yes
27916,"Baisers de secours, Les",1989,8.2,Yes
27917,"Baisers des autres, Les",2003,7.6,Yes
27918,Baisers vols,1968,7.6,Yes
27919,"Baisers, Les",1964,NULL,Yes
27920,"Baiseuses, Les",1975,NULL,Yes
27921,Baishan ying xiong han,1992,NULL,Yes
27922,Baishey Shravana,1960,NULL,Yes
27923,Baishunfu Maria,1975,NULL,Yes
27924,"Baisikol, The",1997,NULL,Yes
27925,Bait,1950,NULL,Yes
27926,Bait,1954,5.1,Yes
27927,Bait,1999,4.7,Yes
27928,Bait,2000,5.6,Yes
27929,Bait,2002,NULL,Yes
27932,"Bait el kabir, El",1949,NULL,Yes
27933,"Bait, The",1916,NULL,Yes
27934,"Bait, The",1921,NULL,Yes
27935,"Bait, The",1973,NULL,Yes
27936,Baita,1967,NULL,Yes
27937,"Baita dell'amore, La",1988,NULL,Yes
27938,"Baited Trap, The",1914,NULL,Yes
27939,"Baited Trap, The",1926,NULL,Yes
27940,Baito,1990,NULL,Yes
27941,Baixant de la font del Gat,1910,NULL,Yes
27942,Baixant de la Font del Gat,1927,NULL,Yes
27943,Baixo Gvea,1986,6.8,Yes
27944,Baj Ganyu,1990,7.9,Yes
27945,Baj i batrak,1953,NULL,Yes
27946,Baja,1995,5.7,Yes
27947,Baja 1000,1996,NULL,Yes
27948,Baja California,1926,NULL,Yes
27949,Baja California,1929,NULL,Yes
27950,Baja California Sur,1970,NULL,Yes
27951,Baja corazn,1992,NULL,Yes
27952,Baja Oklahoma,1988,NULL,Yes
27953,Baja Run,1996,4.7,Yes
27954,Baja!,1988,NULL,Yes
27955,"Baja, La",1986,NULL,Yes
27956,Bajada del ngel en Tudela,1918,NULL,Yes
27957,Bajado del cerro a tamborazos,1993,NULL,Yes
27958,Bajadores de narcos,1998,NULL,Yes
27959,Bajadser,1919,NULL,Yes
27960,Bajai mozaik,1968,NULL,Yes
27961,Bajaja,1950,6.4,Yes
27962,Bajan,2002,NULL,Yes
27963,"Bajao: Seagoing Nomads, The",1983,NULL,Yes
27964,Bajar es lo peor,2002,NULL,Yes
27965,Bajarse al moro,1987,NULL,Yes
27966,Bajarse al moro,1988,6.3,Yes
27967,Bajas pasiones (La felure),1974,NULL,Yes
27968,Bajce,1984,NULL,Yes
27969,Bajecni muzi s klikou,1978,4.6,Yes
27970,Bajesta Gumbrina,1993,NULL,Yes
27971,Baji Prabhu Deshpande,1929,NULL,Yes
27972,Bajirao Mastani,1925,NULL,Yes
27973,Bajirao Mastani,2005,NULL,Yes
27974,Bajka,1987,NULL,Yes
27975,Bajland,2000,4.3,Yes
27976,Bajo Aragn,1969,NULL,Yes
27977,Bajo Bandera,1997,5.9,Yes
27978,Bajo California: El lmite del tiempo,1998,8,Yes
27979,Bajo dos banderas,1926,NULL,Yes
27980,Bajo el ardiente sol,1968,NULL,Yes
27981,Bajo el cielo andaluz,1960,NULL,Yes
27982,Bajo el cielo antioqueo,1925,NULL,Yes
27983,Bajo el cielo austral,1929,NULL,Yes
27984,Bajo el cielo de Asturias,1951,NULL,Yes
27985,Bajo el cielo de Espaa,1953,NULL,Yes
27986,Bajo el cielo de Mxico,1937,NULL,Yes
27987,Bajo el cielo de Mxico,1958,NULL,Yes
27988,Bajo el cielo de Orin: Los barcos del cielo,2003,NULL,Yes
27989,Bajo el cielo de Orin: Una de piratas,2003,NULL,Yes
27990,Bajo el cielo de Sonora,1948,NULL,Yes
27991,Bajo el cielo peruano,1931,NULL,Yes
27992,Bajo el imperio del hampa,1968,NULL,Yes
27993,Bajo el manto de la noche,1962,NULL,Yes
27994,Bajo el mismo sol y sobre la misma tierra,1979,NULL,Yes
27995,Bajo el plomo de Sinaloa,2003,NULL,Yes
27996,Bajo el poder de la garra maldita,1995,NULL,Yes
27997,Bajo el signo de la patria,1971,NULL,Yes
27998,Bajo el signo libertario,1936,NULL,Yes
27999,Bajo el sol de Crdoba,1960,NULL,Yes
28000,Bajo el sol de la pampa,1917,NULL,Yes
28001,Bajo el sol de Loreto,1936,NULL,Yes
28002,Bajo el sol de los llanos,1957,NULL,Yes
28003,Bajo en nicotina,1984,NULL,Yes
28004,Bajo figuras,2000,NULL,Yes
28005,Bajo la arena,1992,NULL,Yes
28006,Bajo la cruz del sur,1947,NULL,Yes
28007,Bajo la influencia del miedo,1956,NULL,Yes
28008,Bajo la lmpara de bosque,1946,NULL,Yes
28009,Bajo la mano de Jess,1973,NULL,Yes
28010,Bajo la metralla,1983,NULL,Yes
28011,Bajo la mirada de Cristo redentor,1924,NULL,Yes
28012,Bajo la mirada de Dios,1926,NULL,Yes
28013,Bajo la mirada de Dios,1995,NULL,Yes
28014,Bajo la piel,1974,NULL,Yes
28015,Bajo la piel,1996,7.3,Yes
28016,Bajo la Santa Federacin,1934,NULL,Yes
28017,Bajo la sombra,1998,NULL,Yes
28018,Bajo la sombra de la sospecha,1993,NULL,Yes
28019,Bajo la tierra,1968,NULL,Yes
28020,Bajo las nieblas de Asturias,1927,NULL,Yes
28021,Bajo nuestras banderas,1955,NULL,Yes
28022,Bajo otro sol,1988,NULL,Yes
28023,Bajo presin,1989,NULL,Yes
28024,Bajo tierra,1985,NULL,Yes
28025,Bajo un cielo de gloria,1944,NULL,Yes
28026,Bajo un mismo rostro,1962,NULL,Yes
28027,Bajo un mismo techo,1996,NULL,Yes
28028,Bajorrelieve,2002,NULL,Yes
28029,"Bajos fondos, Los",1991,NULL,Yes
28030,Bajrang Bali,1956,NULL,Yes
28031,Bajrangachi Kamaal,1994,NULL,Yes
28032,Bajtarsak,1943,NULL,Yes
28033,Bajuszverseny,1983,NULL,Yes
28034,Baj un ngel del cielo,1942,NULL,Yes
28035,"Bajn baygon, El",2000,NULL,Yes
28036,Bak din rygg,1995,NULL,Yes
28037,Bak Ging lok yue liu,2001,5.5,Yes
28038,Bak mooi chyun kei,1992,NULL,Yes
28039,Bak mooi wong hau,1993,NULL,Yes
28040,Bak Sofies verden,1999,NULL,Yes
28041,Bak syv hav,1991,4.8,Yes
28042,Bak yesil yesil,1975,NULL,Yes
28043,Baka,1995,NULL,Yes
28044,Baka bijela,1992,NULL,Yes
28045,Baka ga tanku de yatte kuru,1964,NULL,Yes
28046,Baka marudai,1964,NULL,Yes
28047,Baka no hakobune,2002,NULL,Yes
28048,Baka yar! 4 You! Omae no koto da yo 3 Sagi naru Japan,1991,NULL,Yes
28049,Baka: The People of the Rainforest,1987,NULL,Yes
28050,Bakahachi to jshu-sama,1931,NULL,Yes
28051,"Bakalogatos, O",1968,NULL,Yes
28052,Bakamasa horamasa toppamasa,1976,NULL,Yes
28053,Bakaruhban,1957,NULL,Yes
28054,Bakasin mo sa gunita,1968,NULL,Yes
28055,Bakat,2002,NULL,Yes
28056,Bakavali,1930,NULL,Yes
28057,Bakayar! 2: Shiawase ni naritai,1989,NULL,Yes
28058,Bakayar! 3: Henna yatsura,1990,NULL,Yes
28059,Bakayar!: Watashi okkote masu,1988,NULL,Yes
28060,"Bakchen, Die",1974,NULL,Yes
28061,Bakchisarajskij fontan,1909,NULL,Yes
28062,Bakelsen,2002,NULL,Yes
28063,Bakenbardy,1990,8.2,Yes
28064,Baker's Dozen,1955,NULL,Yes
28065,Baker's Hawk,1976,5.1,Yes
28066,Baker: War in the Mojave,2004,NULL,Yes
28067,Bakers Men,2003,7.3,Yes
28068,Bakersfield Country,1992,NULL,Yes
28069,"Bakery, The",1921,NULL,Yes
28070,Bakha satang,2000,8.2,Yes
28071,Bakhshish,1950,NULL,Yes
28072,Baking Lessons,2002,NULL,Yes
28073,Bakintsy,1938,NULL,Yes
28074,Bakit 'di totohanin,2001,NULL,Yes
28075,Bakit ako pa?,1970,NULL,Yes
28076,"Bakit ba ganyan? (Ewan ko nga ba, Darling)",2000,NULL,Yes
28077,Bakit bughaw ang kulay ng langit?,1981,NULL,Yes
28078,Bakit iisa lamang ang puso,1989,NULL,Yes
28079,Bakit ikaw pa rin?,1990,NULL,Yes
28080,Bakit ka nagtampo,1960,NULL,Yes
28081,Bakit kailangan ng ibon ang pakpak,1997,NULL,Yes
28082,Bakit kay tagal ng sandali?,1990,NULL,Yes
28083,Bakit kita inibig?,1968,NULL,Yes
28084,Bakit labis kitang mahal,1992,NULL,Yes
28085,Bakit may kahapon pa?,1996,9.5,Yes
28086,Bakit may pag-ibig pa?,1979,NULL,Yes
28087,Bakit ngayon ka lang?,1994,NULL,Yes
28088,Bakit pa,1999,NULL,Yes
28089,Bakit papa?,2002,NULL,Yes
28090,Bakku ga daisuki,1981,NULL,Yes
28091,"Bako, l'autre rive",1979,NULL,Yes
28092,Bakom jalusin,1984,NULL,Yes
28093,Bakom mahognybordet,1996,6.8,Yes
